Run,Algorithm,Map,Success,Path_Length,Completion_Time,Expanded_Nodes,Collected_Coins,Remaining_Blood
4,partial_observe,Map 1,1,203.69979643962574,19.906851443303847,846,2,85
5,partial_observe,Map 1,0,135.59162634343164,21.837173416688287,19,1,85
6,partial_observe,Map 1,1,197.138602661652,15.29448485316394,0,2,85
7,partial_observe,Map 1,0,277.1287342923107,17.563408095681705,418,2,85
8,partial_observe,Map 1,0,213.17081529221124,20.03884380049522,515,0,85
9,partial_observe,Map 1,1,140.48247140879496,14.192510367484811,400,2,85
10,partial_observe,Map 1,0,248.07540793370296,25.738813098147947,285,2,85
1,partial_observe,Map 2,1,189.50437407615863,20.611358485233715,165,1,70
2,partial_observe,Map 2,1,180.48224856510228,20.591056690094938,85,3,85
3,partial_observe,Map 2,1,222.50561004378633,20.109598377730915,100,2,85
4,partial_observe,Map 2,1,175.8875230258453,22.430653818195374,141,2,80
5,partial_observe,Map 2,1,145.84900012508854,24.225858028928755,257,2,80
6,partial_observe,Map 2,1,194.85925763254434,19.025814840427472,112,2,85
7,partial_observe,Map 2,0,255.380872704333,20.44977765267953,105,1,80
8,partial_observe,Map 2,1,252.65994846063296,8.043544987653629,16,2,75
9,partial_observe,Map 2,1,233.4551163394461,26.238297014927632,0,2,80
10,partial_observe,Map 2,1,196.09985330718882,14.839722127162393,42,2,75
1,partial_observe,Map 3,1,185.64711951033348,16.52507104280264,7,1,75
2,partial_observe,Map 3,1,143.28830177117007,10.304772475895199,7,2,70
3,partial_observe,Map 3,1,153.2459043936888,14.321937570888865,7,1,70
4,partial_observe,Map 3,1,129.62884192987903,13.713458011331026,7,1,70
5,partial_observe,Map 3,1,184.83959268238806,14.423515801996022,7,2,75
6,partial_observe,Map 3,1,120.09701523495141,16.11974568121904,7,2,80
7,partial_observe,Map 3,1,194.14815173503084,13.16292523544606,7,1,75
8,partial_observe,Map 3,1,152.06934079958302,15.40343533087698,7,1,75
9,partial_observe,Map 3,1,188.70614610025072,17.177330758618986,7,2,80
10,partial_observe,Map 3,1,147.45212069496964,20.71281080197112,7,2,85
1,partial_observe,Map 4,1,148.76392816266454,18.501914064248094,34,2,90
2,partial_observe,Map 4,1,208.2744966117573,11.859042504031404,0,3,95
3,partial_observe,Map 4,1,158.99628754207694,18.68661462098903,176,3,85
4,partial_observe,Map 4,1,201.93173295396534,23.858981060758136,219,1,85
5,partial_observe,Map 4,1,177.74456460209933,16.993664847184114,0,2,90
6,partial_observe,Map 4,1,216.31893121298748,5.486233183452926,0,2,85
7,partial_observe,Map 4,1,292.2050076488289,20.290649429664033,0,2,90
8,partial_observe,Map 4,1,277.62352174850776,2.9870547494656385,318,2,80
9,partial_observe,Map 4,1,314.76865422769805,12.494048435871495,0,2,85
10,partial_observe,Map 4,1,207.88398629614454,22.25338398766352,0,2,85
1,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
1,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
2,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
3,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
4,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
5,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
6,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
7,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
8,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
9,partial_observe,Map 5,0,732.0,79.61402630805969,18,2,85
1,partial_observe,Map 6,1,154.442145590102,18.229701468018412,0,2,85
2,partial_observe,Map 6,1,130.4892987271267,10.920638892924696,71,1,80
3,partial_observe,Map 6,1,149.53259356555003,15.943562659610016,593,1,80
4,partial_observe,Map 6,0,167.6107448462451,15.052144098308295,0,2,80
5,partial_observe,Map 6,0,158.3090792218616,17.219377181223734,479,0,85
6,partial_observe,Map 6,1,141.26767407637462,14.006942926212313,750,2,85
7,partial_observe,Map 6,1,55.0256665618146,10.504864977408658,120,1,90
8,partial_observe,Map 6,1,163.5516363324173,13.868121795965129,300,0,85
9,partial_observe,Map 6,1,165.57601099906356,9.226331260944733,653,1,85
10,partial_observe,Map 6,0,149.49667318612518,13.310820244843132,0,2,85
1,partial_observe,Map 7,1,86.70394156308656,5.824457036822452,149,3,70
2,partial_observe,Map 7,1,156.23004179597342,8.125027980372929,113,0,70
3,partial_observe,Map 7,1,144.97619351966432,6.964770052008404,318,0,70
4,partial_observe,Map 7,1,136.0628500140982,14.647742750869705,146,1,70
5,partial_observe,Map 7,1,64.96984788320091,9.768758931253656,232,2,70
6,partial_observe,Map 7,1,120.67091458350868,7.705208937422862,248,3,70
7,partial_observe,Map 7,1,71.25012706315087,13.074519155426643,174,0,70
8,partial_observe,Map 7,1,92.35580146466273,6.894557468304027,243,1,70
9,partial_observe,Map 7,1,100.67981235373162,9.02901754220459,78,0,70
10,partial_observe,Map 7,0,114.27210837725016,10.426690119398653,0,0,70
1,partial_observe,Map 8,1,156.38280334903925,22.71157874174868,68,1,85
2,partial_observe,Map 8,1,127.80026388137317,12.971820059120585,97,0,85
3,partial_observe,Map 8,1,144.32610237336425,18.327012850840084,280,0,85
4,partial_observe,Map 8,1,266.07576973427314,22.978857788007094,0,0,90
5,partial_observe,Map 8,0,178.7363885422801,13.542482108936639,156,1,85
6,partial_observe,Map 8,1,149.7874343983779,19.94514299074532,0,1,85
7,partial_observe,Map 8,1,254.4667549758036,8.557967705835278,56,2,80
8,partial_observe,Map 8,1,196.96400934088553,25.78423709835885,133,0,90
9,partial_observe,Map 8,1,105.60913436261977,30.935125243990406,45,2,80
10,partial_observe,Map 8,0,268.7334086556026,28.187245614733627,0,1,90
1,partial_observe,Map 9,1,149.29732879730463,12.144627070115435,273,1,85
2,partial_observe,Map 9,1,115.96579873659533,8.20635211821697,124,1,80
3,partial_observe,Map 9,1,153.1010085827367,12.748430559609098,0,3,80
4,partial_observe,Map 9,1,197.09000814553107,15.199512909591153,8,2,90
5,partial_observe,Map 9,1,125.25539621736812,19.387964375596177,0,1,85
6,partial_observe,Map 9,1,151.70304988920486,17.829166460152358,0,0,85
7,partial_observe,Map 9,1,171.08663516144279,11.712102327273548,246,1,90
8,partial_observe,Map 9,1,140.23823374999577,15.594146636956012,91,0,85
9,partial_observe,Map 9,1,101.67431660938979,15.03118851954922,431,3,80
10,partial_observe,Map 9,1,117.57395174399316,17.826154026474384,144,2,90
1,Q Learning,Map 1,1,209.62327730968622,17.51820938959098,179,3,90
2,Q Learning,Map 1,1,138.24256792851554,25.6853125783632,158,2,90
3,Q Learning,Map 1,1,217.32014989866659,20.204967036925424,117,1,90
4,Q Learning,Map 1,1,180.82902830959182,18.11375948267231,272,2,90
5,Q Learning,Map 1,1,163.35695463192482,4.691044419628872,393,2,90
6,Q Learning,Map 1,1,212.23426228015376,8.134956229265713,0,2,90
7,Q Learning,Map 1,1,54.19666125084292,20.718760265473968,293,2,90
8,Q Learning,Map 1,1,189.75102277864772,12.589665785661918,8,2,90
9,Q Learning,Map 1,1,213.10457475919986,20.150906995937476,868,2,90
10,Q Learning,Map 1,1,167.2237007137032,10.383806621770365,345,2,90
1,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
1,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
2,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
3,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
4,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
5,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
6,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
7,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
8,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
9,Q Learning,Map 2,1,195.0,19.50903964042664,220,3,85
1,Q Learning,Map 3,1,130.3074842143069,12.100931414386821,10,2,70
2,Q Learning,Map 3,1,167.96880884618722,15.595785733351278,10,1,75
3,Q Learning,Map 3,1,191.58287716508107,12.515528325534348,10,0,90
4,Q Learning,Map 3,1,175.57913273799707,17.854862780168258,10,4,75
5,Q Learning,Map 3,1,135.45599908616387,22.09319307129844,10,2,75
6,Q Learning,Map 3,1,159.61042047711973,12.733484984029486,10,2,85
7,Q Learning,Map 3,1,234.65880155826318,11.827203109127842,10,0,80
8,Q Learning,Map 3,1,225.98415901691664,10.781087164035553,10,2,90
9,Q Learning,Map 3,1,176.39453978357093,14.817072967299522,10,1,75
10,Q Learning,Map 3,1,166.32741746946485,16.45442828445086,10,1,75
1,Q Learning,Map 4,1,187.84027382500477,23.516619282158576,141,1,90
2,Q Learning,Map 4,1,63.995646726229154,18.24303251654654,453,2,95
3,Q Learning,Map 4,1,174.80702938180707,12.337116429206976,503,2,90
4,Q Learning,Map 4,1,101.20104529627311,11.793050547136993,0,2,95
5,Q Learning,Map 4,1,225.82190303681824,7.329223991912748,246,3,90
6,Q Learning,Map 4,1,86.12089959328594,7.668329856713838,335,2,90
7,Q Learning,Map 4,1,128.52699625455884,19.15618412720831,358,1,90
8,Q Learning,Map 4,0,238.82877643447654,14.845403098047102,298,2,95
9,Q Learning,Map 4,1,144.13330011940712,14.687494306590542,44,2,90
10,Q Learning,Map 4,1,162.7435106259947,20.608026572424915,0,2,100
1,Q Learning,Map 5,1,142.46522001672798,18.02798660825774,0,1,80
2,Q Learning,Map 5,1,140.27349158884758,17.956938991197404,605,0,80
3,Q Learning,Map 5,0,169.85134020766398,14.659775848604088,184,0,85
4,Q Learning,Map 5,1,176.80830147964252,12.102276127873914,314,2,75
5,Q Learning,Map 5,1,78.2404567603872,17.727726563512185,621,1,80
6,Q Learning,Map 5,1,143.1368139476474,15.114386715584265,442,1,80
7,Q Learning,Map 5,1,120.52206512772679,21.02432003926218,280,3,80
8,Q Learning,Map 5,1,161.78232889199228,15.168446315468428,293,1,80
9,Q Learning,Map 5,0,181.79987976183628,12.751096447731564,311,1,80
10,Q Learning,Map 5,1,107.64623492706684,16.02815153057043,139,2,80
1,Q Learning,Map 6,1,157.8139612588623,18.12891572300343,569,3,80
2,Q Learning,Map 6,0,74.17813522038021,14.975944570103662,268,1,85
3,Q Learning,Map 6,1,159.5252773037863,10.529936004841211,694,3,85
4,Q Learning,Map 6,0,139.40676748935024,18.21965447994945,665,1,90
5,Q Learning,Map 6,1,109.28108952662421,14.689461759980478,646,1,85
6,Q Learning,Map 6,1,104.47487151814929,13.133564464865009,108,2,90
7,Q Learning,Map 6,0,242.62715293787284,14.953471808391892,898,0,85
8,Q Learning,Map 6,1,141.72015256696153,11.509981357082559,131,0,100
9,Q Learning,Map 6,1,147.12955343203961,19.510226363178997,506,0,95
10,Q Learning,Map 6,0,157.10788535906005,14.97037079417801,195,0,80
1,Q Learning,Map 7,1,84.95945596256537,10.37668606302745,61,0,75
2,Q Learning,Map 7,1,48.59086688101719,9.229471316557124,83,1,75
3,Q Learning,Map 7,1,76.0216644978348,10.303994680684466,94,2,75
4,Q Learning,Map 7,1,103.61615691316895,0.8865184277573999,47,0,75
5,Q Learning,Map 7,1,127.93340533440818,9.048914886384459,0,1,75
6,Q Learning,Map 7,1,51.72343400311499,6.358460910686457,202,0,75
7,Q Learning,Map 7,0,99.03041084870681,12.892088329064785,234,1,75
8,Q Learning,Map 7,1,62.61267783911074,9.330791147614592,187,0,75
9,Q Learning,Map 7,1,114.955760439622,7.717297985000947,112,0,75
10,Q Learning,Map 7,1,128.47135873287814,11.271608272861622,48,2,75
1,Q Learning,Map 8,1,117.76998621323463,22.3967557390734,184,1,85
2,Q Learning,Map 8,1,275.1288466433915,16.177357111123982,110,2,95
3,Q Learning,Map 8,1,198.54361394132002,23.599406822114183,74,0,85
4,Q Learning,Map 8,1,268.4207025793388,20.82415237590955,218,3,90
5,Q Learning,Map 8,1,252.02871331112001,25.377908118145747,0,0,85
6,Q Learning,Map 8,0,201.05918822621905,18.244641838129926,440,4,80
7,Q Learning,Map 8,1,177.39158725788639,19.764941964839306,52,0,85
8,Q Learning,Map 8,1,199.0124113872351,19.286533669680043,131,1,90
9,Q Learning,Map 8,1,127.19447486403146,26.25102725288275,343,1,80
10,Q Learning,Map 8,1,234.73185640202462,12.890226908187694,388,3,90
1,Q Learning,Map 9,1,141.62213965107364,13.625146559427447,71,3,85
2,Q Learning,Map 9,1,157.62733427770917,12.92202348032017,149,1,90
3,Q Learning,Map 9,1,97.26770613611363,16.993295365003938,346,1,85
4,Q Learning,Map 9,1,114.63653968062559,12.815848450287675,54,0,90
5,Q Learning,Map 9,1,122.5547895491745,14.541696165213857,165,3,90
6,Q Learning,Map 9,1,137.62461918792303,17.072384565832632,362,2,85
7,Q Learning,Map 9,1,132.65724844792877,13.444242359401555,51,0,90
8,Q Learning,Map 9,0,136.24742056804246,10.282154909650998,210,3,85
9,Q Learning,Map 9,1,129.22213535545353,14.839785045882904,0,2,85
10,Q Learning,Map 9,0,122.71535934606293,8.78122171376727,0,2,90
1,Beam Search,Map 6,1,99,9.779760360717773,3,1,100
2,Beam Search,Map 6,1,99,9.950904607772827,3,1,100
3,Beam Search,Map 6,0,129,12.987096548080444,536,2,100
4,Beam Search,Map 6,0,153,15.422630071640015,536,2,100
5,Beam Search,Map 6,0,137,13.789787769317627,536,2,100
1,Beam Search,Map 7,1,72,7.061660528182983,4,1,100
2,Beam Search,Map 7,1,162,16.29409909248352,4,3,100
3,Beam Search,Map 7,1,72,7.245535135269165,4,1,100
4,Beam Search,Map 7,1,162,16.288475513458252,4,3,100
5,Beam Search,Map 7,1,72,7.23109245300293,4,1,100
1,Beam Search,Map 8,1,20,81.89741802215576,3,0,100
1,Beam Search,Map 9,1,291,29.083946704864502,4,3,100
1,Beam Search,Map 8,1,60,5.853948354721069,3,0,100
1,partial_observe,Map 4,0,36,5.1390650272369385,15,0,100
1,Q Learning,Map 1,1,66,6.545081377029419,0,1,100
1,Q Learning,Map 2,1,193,19.32689380645752,0,3,85
1,Q Learning,Map 1,1,146,14.567227125167847,0,3,95
1,Q Learning,Map 1,1,120,11.919994592666626,0,2,100
1,Q Learning,Map 1,1,84,8.298344135284424,0,1,100
1,Q Learning,Map 1,1,66,6.492557525634766,0,1,100
1,Q Learning,Map 1,1,70,6.877527713775635,0,1,100
1,Q Learning,Map 1,1,66,6.490260362625122,0,1,100
1,Q Learning,Map 1,1,66,6.483710527420044,0,1,100
1,Q Learning,Map 1,0,66,6.479895114898682,0,1,100
1,Q Learning,Map 1,0,176,17.56376361846924,0,3,95
1,Q Learning,Map 1,1,76,7.49410343170166,42,1,100
1,Q Learning,Map 1,1,76,7.483625411987305,0,1,100
1,Q Learning,Map 1,1,152,15.15384030342102,0,3,95
1,Q Learning,Map 1,0,122,12.131150722503662,192,2,100
1,Q Learning,Map 1,1,66,6.483007192611694,0,1,100
1,Q Learning,Map 1,1,66,6.493494987487793,0,1,100
1,Q Learning,Map 1,1,148,14.727108716964722,0,3,95
1,Q Learning,Map 1,1,74,7.2968645095825195,0,1,100
1,Q Learning,Map 4,1,169,16.84607243537903,236,3,100
1,Q Learning,Map 4,1,141,14.03653359413147,253,2,100
1,Q Learning,Map 2,1,43,4.163633584976196,0,0,100
1,Q Learning,Map 2,1,39,3.7738213539123535,0,0,95
1,Q Learning,Map 2,1,99,9.795118570327759,0,0,95
1,Q Learning,Map 3,1,86,8.582950353622437,0,1,100
1,Q Learning,Map 3,1,78,7.689874172210693,0,2,95
1,Q Learning,Map 3,1,56,5.496198415756226,0,0,90
1,Q Learning,Map 3,1,82,8.099839448928833,0,1,100
1,Q Learning,Map 3,1,84,8.310064554214478,0,2,95
1,Q Learning,Map 4,1,149,14.843228578567505,78,2,100
1,Q Learning,Map 4,1,149,14.821768283843994,0,2,100
1,Q Learning,Map 4,1,103,10.213213443756104,36,2,100
1,Q Learning,Map 4,0,108,10.721307516098022,0,0,100
1,Q Learning,Map 4,1,183,18.257227659225464,0,3,95
1,Q Learning,Map 4,0,173,17.254677534103394,177,2,100
1,Q Learning,Map 5,1,106,10.542262077331543,0,1,90
1,Q Learning,Map 5,0,176,17.582727432250977,147,2,90
1,Q Learning,Map 5,1,110,10.929450035095215,0,1,90
1,Q Learning,Map 5,0,112,11.12934422492981,0,1,90
1,Q Learning,Map 5,1,216,21.56976318359375,0,0,95
1,Q Learning,Map 6,1,199,19.882371425628662,0,3,90
1,Q Learning,Map 6,0,105,10.425440788269043,129,1,100
1,Q Learning,Map 6,0,92,9.123128175735474,155,1,100
1,Q Learning,Map 7,0,135,13.534316301345825,289,3,85
1,Q Learning,Map 7,1,404,41.90446090698242,270,0,100
1,Q Learning,Map 7,0,530,53.5547878742218,161,0,100
1,Q Learning,Map 7,0,162,16.156909227371216,125,0,100
1,Q Learning,Map 7,1,84,8.29315710067749,10,1,80
1,Q Learning,Map 7,1,126,12.537050724029541,0,0,95
1,Q Learning,Map 7,1,104,10.331461668014526,0,2,85
1,Q Learning,Map 7,1,114,11.316500425338745,0,2,85
1,Q Learning,Map 7,1,76,7.620838642120361,0,1,85
1,Q Learning,Map 7,1,96,9.520781517028809,0,1,85
1,Q Learning,Map 7,1,338,34.26884698867798,0,0,100
1,Q Learning,Map 7,1,74,7.30483078956604,0,1,90
1,Q Learning,Map 7,1,72,7.118826866149902,0,1,85
1,Q Learning,Map 7,1,68,6.710727214813232,0,1,90
1,Q Learning,Map 7,1,158,15.736854314804077,0,3,85
1,Q Learning,Map 7,0,74,7.301181793212891,0,1,90
1,Q Learning,Map 7,1,74,7.310043573379517,0,1,85
1,Q Learning,Map 8,0,192,19.195716381072998,126,2,90
1,Q Learning,Map 8,1,82,8.281817197799683,0,0,100
1,Q Learning,Map 8,1,94,9.333758115768433,0,0,100
1,Q Learning,Map 8,0,203,21.346057891845703,113,0,95
1,Q Learning,Map 8,0,188,18.76374125480652,150,2,90
1,Q Learning,Map 8,0,150,14.945326805114746,146,2,90
1,Q Learning,Map 8,1,78,7.707785606384277,0,0,100
1,Q Learning,Map 8,1,548,54.965060234069824,0,0,100
1,Q Learning,Map 8,1,76,7.5160768032073975,0,0,100
1,Q Learning,Map 8,0,170,16.952462196350098,122,0,90
1,Q Learning,Map 8,0,174,17.36411428451538,200,2,95
1,Q Learning,Map 9,1,123,12.26719331741333,0,2,90
1,Q Learning,Map 9,1,163,16.25010848045349,85,3,90
1,Q Learning,Map 9,1,203,20.27906584739685,207,0,100
1,Q Learning,Map 9,1,87,8.59380292892456,141,0,100
